dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon0	tau0	stage	physical_id	alpha	beta	u	v	regularization_regime	epsilon	tau	converged	iterations	seconds
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p750000__fixed	0.496875	0.500625	0.9975	0.5018796992481203	fixed	0.25	2.0	True	80	0.049684800003888085
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p750000__coregularized	0.1875	0.5625	0.75	0.75	coregularized	0.1875	1.5	True	80	0.055403900012606755
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p750000__coregularized	0.496875	0.500625	0.9975	0.5018796992481203	coregularized	0.249375	1.995	True	80	0.05245749998721294
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v1p000000__fixed	0.0	0.75	0.75	1.0	fixed	0.25	2.0	True	80	0.05176469997968525
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v1p000000__fixed	0.495	0.5025	0.9974999999999999	0.5037593984962406	fixed	0.25	2.0	True	80	0.04850149998674169
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v1p000000__coregularized	0.0	0.75	0.75	1.0	coregularized	0.1875	1.5	True	80	0.04432970000198111
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v1p000000__coregularized	0.495	0.5025	0.9974999999999999	0.5037593984962406	coregularized	0.24937499999999999	1.9949999999999999	True	80	0.043699200003175065
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	grid__u1p000000__v0p000000__shared	1.0	0.0	1.0	0.0	fixed	0.25	2.0	True	80	0.043832600000314415
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	grid__u1p000000__v0p000000__shared	0.505	0.495	1.0	0.495	fixed	0.25	2.0	True	80	0.043118500005220994
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	grid__u1p000000__v0p250000__shared	0.75	0.25	1.0	0.25	fixed	0.25	2.0	True	80	0.0509611000015866
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	grid__u1p000000__v0p250000__shared	0.5025	0.4975	1.0	0.4975	fixed	0.25	2.0	True	80	0.04400400002487004
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	grid__u1p000000__v0p750000__shared	0.25	0.75	1.0	0.75	fixed	0.25	2.0	True	80	0.0448298999981489
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	grid__u1p000000__v0p750000__shared	0.4975	0.5025	1.0	0.5025	fixed	0.25	2.0	True	80	0.043102099996758625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	grid__u1p000000__v1p000000__shared	0.0	1.0	1.0	1.0	fixed	0.25	2.0	True	80	0.044277000008150935
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	grid__u1p000000__v1p000000__shared	0.495	0.505	1.0	0.505	fixed	0.25	2.0	True	80	0.043951200001174584
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	factor__expression_compensation_only__fixed	0.5	1.0	1.5	0.6666666666666666	fixed	0.25	2.0	True	80	0.04483179998351261
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	factor__expression_compensation_only__fixed	0.5	0.505	1.005	0.5024875621890548	fixed	0.25	2.0	True	80	0.04391800001030788
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	factor__expression_compensation_only__coregularized	0.5	1.0	1.5	0.6666666666666666	coregularized	0.375	3.0	True	80	0.044079899991629645
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	factor__expression_compensation_only__coregularized	0.5	0.505	1.005	0.5024875621890548	coregularized	0.25125	2.01	True	80	0.043470799981150776
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	factor__spatial_compensation_only__fixed	1.0	0.5	1.5	0.3333333333333333	fixed	0.25	2.0	True	80	0.05154230000334792
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	factor__spatial_compensation_only__fixed	0.505	0.5	1.005	0.49751243781094534	fixed	0.25	2.0	True	80	0.04440860002068803
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	endpoint	factor__spatial_compensation_only__coregularized	1.0	0.5	1.5	0.3333333333333333	coregularized	0.375	3.0	True	80	0.046718900004634634
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	finite_h001	factor__spatial_compensation_only__coregularized	0.505	0.5	1.005	0.49751243781094534	coregularized	0.25125	2.01	True	80	0.043838199984747916
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		baseline	baseline	0.5	0.5	1.0	0.5	fixed	0.25		True	1	0.0006326999864540994
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p000000__fixed	0.5	0.0	0.5	0.0	fixed	0.25		True	1	0.000822600006358698
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p000000__fixed	0.5	0.495	0.995	0.49748743718592964	fixed	0.25		True	1	0.0006162000063341111
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p000000__coregularized	0.5	0.0	0.5	0.0	coregularized	0.125		True	1	0.0005118999979458749
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p000000__coregularized	0.5	0.495	0.995	0.49748743718592964	coregularized	0.24875		True	1	0.000513100007083267
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p250000__fixed	0.375	0.125	0.5	0.25	fixed	0.25		True	1	0.000518000015290454
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p250000__fixed	0.49875	0.49625	0.9950000000000001	0.4987437185929648	fixed	0.25		True	1	0.0005095000087749213
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p250000__coregularized	0.375	0.125	0.5	0.25	coregularized	0.125		True	1	0.0005037999944761395
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p250000__coregularized	0.49875	0.49625	0.9950000000000001	0.4987437185929648	coregularized	0.24875000000000003		True	1	0.0005041999975219369
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p500000__fixed	0.25	0.25	0.5	0.5	fixed	0.25		True	1	0.0005052999767940491
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p500000__fixed	0.4975	0.4975	0.995	0.5	fixed	0.25		True	1	0.0004943000094499439
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p500000__coregularized	0.25	0.25	0.5	0.5	coregularized	0.125		True	1	0.0008818999922368675
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p500000__coregularized	0.4975	0.4975	0.995	0.5	coregularized	0.24875		True	1	0.0006547999801114202
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p750000__fixed	0.125	0.375	0.5	0.75	fixed	0.25		True	1	0.0006427000043913722
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p750000__fixed	0.49625	0.49875	0.9950000000000001	0.5012562814070352	fixed	0.25		True	1	0.0005676000146195292
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p750000__coregularized	0.125	0.375	0.5	0.75	coregularized	0.125		True	1	0.0005190999945625663
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p750000__coregularized	0.49625	0.49875	0.9950000000000001	0.5012562814070352	coregularized	0.24875000000000003		True	1	0.0005166000046301633
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v1p000000__fixed	0.0	0.5	0.5	1.0	fixed	0.25		True	1	0.0004916000179946423
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v1p000000__fixed	0.495	0.5	0.995	0.5025125628140703	fixed	0.25		True	1	0.0004773000255227089
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v1p000000__coregularized	0.0	0.5	0.5	1.0	coregularized	0.125		True	1	0.0005179999861866236
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v1p000000__coregularized	0.495	0.5	0.995	0.5025125628140703	coregularized	0.24875		True	1	0.000516800006153062
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v0p000000__fixed	0.75	0.0	0.75	0.0	fixed	0.25		True	1	0.0005344999954104424
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v0p000000__fixed	0.5025	0.495	0.9974999999999999	0.4962406015037594	fixed	0.25		True	1	0.0005015000060666353
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v0p000000__coregularized	0.75	0.0	0.75	0.0	coregularized	0.1875		True	1	0.0004974000039510429
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v0p000000__coregularized	0.5025	0.495	0.9974999999999999	0.4962406015037594	coregularized	0.24937499999999999		True	1	0.0004830000107176602
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v0p250000__fixed	0.5625	0.1875	0.75	0.25	fixed	0.25		True	1	0.0004935000033583492
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v0p250000__fixed	0.500625	0.496875	0.9975	0.4981203007518797	fixed	0.25		True	1	0.0004937000048812479
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v0p250000__coregularized	0.5625	0.1875	0.75	0.25	coregularized	0.1875		True	1	0.0008444999984931201
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v0p250000__coregularized	0.500625	0.496875	0.9975	0.4981203007518797	coregularized	0.249375		True	1	0.0008415000047534704
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v0p500000__fixed	0.375	0.375	0.75	0.5	fixed	0.25		True	1	0.0005021999822929502
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v0p500000__fixed	0.49875	0.49875	0.9975	0.5	fixed	0.25		True	1	0.0004907000111415982
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v0p500000__coregularized	0.375	0.375	0.75	0.5	coregularized	0.1875		True	1	0.0004994000191800296
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v0p500000__coregularized	0.49875	0.49875	0.9975	0.5	coregularized	0.249375		True	1	0.0004905000096186996
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v0p750000__fixed	0.1875	0.5625	0.75	0.75	fixed	0.25		True	1	0.0005128999764565378
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v0p750000__fixed	0.496875	0.500625	0.9975	0.5018796992481203	fixed	0.25		True	1	0.0005068999889772385
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v0p750000__coregularized	0.1875	0.5625	0.75	0.75	coregularized	0.1875		True	1	0.0005163000023458153
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v0p750000__coregularized	0.496875	0.500625	0.9975	0.5018796992481203	coregularized	0.249375		True	1	0.0004984999832231551
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v1p000000__fixed	0.0	0.75	0.75	1.0	fixed	0.25		True	1	0.0005612999957520515
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v1p000000__fixed	0.495	0.5025	0.9974999999999999	0.5037593984962406	fixed	0.25		True	1	0.0004924999957438558
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u0p750000__v1p000000__coregularized	0.0	0.75	0.75	1.0	coregularized	0.1875		True	1	0.0005416000203695148
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u0p750000__v1p000000__coregularized	0.495	0.5025	0.9974999999999999	0.5037593984962406	coregularized	0.24937499999999999		True	1	0.0004988000146113336
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u1p000000__v0p000000__shared	1.0	0.0	1.0	0.0	fixed	0.25		True	1	0.0005039999959990382
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u1p000000__v0p000000__shared	0.505	0.495	1.0	0.495	fixed	0.25		True	1	0.0004985999839846045
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u1p000000__v0p250000__shared	0.75	0.25	1.0	0.25	fixed	0.25		True	1	0.0005224000196903944
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u1p000000__v0p250000__shared	0.5025	0.4975	1.0	0.4975	fixed	0.25		True	1	0.0005040999967604876
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u1p000000__v0p750000__shared	0.25	0.75	1.0	0.75	fixed	0.25		True	1	0.0008785999962128699
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u1p000000__v0p750000__shared	0.4975	0.5025	1.0	0.5025	fixed	0.25		True	1	0.0008875000057742
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	grid__u1p000000__v1p000000__shared	0.0	1.0	1.0	1.0	fixed	0.25		True	1	0.0004996999923605472
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	grid__u1p000000__v1p000000__shared	0.495	0.505	1.0	0.505	fixed	0.25		True	1	0.0004956999910064042
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	factor__expression_compensation_only__fixed	0.5	1.0	1.5	0.6666666666666666	fixed	0.25		True	1	0.0005215999844949692
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	factor__expression_compensation_only__fixed	0.5	0.505	1.005	0.5024875621890548	fixed	0.25		True	1	0.0005101000133436173
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	factor__expression_compensation_only__coregularized	0.5	1.0	1.5	0.6666666666666666	coregularized	0.375		True	1	0.0005419999943114817
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	factor__expression_compensation_only__coregularized	0.5	0.505	1.005	0.5024875621890548	coregularized	0.25125		True	1	0.000499800022225827
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	factor__spatial_compensation_only__fixed	1.0	0.5	1.5	0.3333333333333333	fixed	0.25		True	1	0.0005203000036999583
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	factor__spatial_compensation_only__fixed	0.505	0.5	1.005	0.49751243781094534	fixed	0.25		True	1	0.0005268000240903348
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		endpoint	factor__spatial_compensation_only__coregularized	1.0	0.5	1.5	0.3333333333333333	coregularized	0.375		True	1	0.000530099991010502
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		finite_h001	factor__spatial_compensation_only__coregularized	0.505	0.5	1.005	0.49751243781094534	coregularized	0.25125		True	1	0.0005022999830543995
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		baseline	baseline	0.5	0.5	1.0	0.5	fixed	0.25		True	200	0.12491640000371262
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		endpoint	grid__u0p500000__v0p000000__fixed	0.5	0.0	0.5	0.0	fixed	0.25		True	200	0.10981659998651594
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p000000__fixed	0.5	0.495	0.995	0.49748743718592964	fixed	0.25		True	200	0.11386340000899509
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		endpoint	grid__u0p500000__v0p000000__coregularized	0.5	0.0	0.5	0.0	coregularized	0.125		True	200	0.10758969999733381
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p000000__coregularized	0.5	0.495	0.995	0.49748743718592964	coregularized	0.24875		True	200	0.11022709999815561
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		endpoint	grid__u0p500000__v0p250000__fixed	0.375	0.125	0.5	0.25	fixed	0.25		True	200	0.10727220002445392
